        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
      11111, 111, 110,  10000000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
     100101, 101, 100,    100000, a shifted =          10, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
     100111, 111, 110,  10000000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
     101010,  10,  11,       100, a shifted =         101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
     101101, 101, 100,    100000, a shifted =          10, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
     101111, 111, 110,  10000000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
     110011,  11,  10,      1000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
     110111, 111, 110,  10000000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
     111111, 111, 110,  10000000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
    1010011,  11,  10,      1000, a shifted =       10100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
    1100100, 100, 101,     10000, a shifted =          11, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
    1101010,  10,  11,       100, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
    1101100, 100, 101,     10000, a shifted =          11, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
    1110011,  11,  10,      1000, a shifted =       11100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
    1110100, 100, 101,     10000, a shifted =          11, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
    1111100, 100, 101,     10000, a shifted =          11, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
   10000110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10001110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10010011,  11,  10,      1000, a shifted =      100100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
   10010110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10011110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10100101, 101, 100,    100000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
   10100110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10101010,  10,  11,       100, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
   10101101, 101, 100,    100000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
   10101110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10110011,  11,  10,      1000, a shifted =      101100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
   10110110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   10111110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11000110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11001110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11010011,  11,  10,      1000, a shifted =      110100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
   11010110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11011110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11100110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11101010,  10,  11,       100, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
   11101110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11110011,  11,  10,      1000, a shifted =      111100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
   11110110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
   11111110, 110, 111,   1000000, a shifted =           1, a shifted mod 8 = 001, a remultiplied =    10000000, a unshifted =  001-------,  a mod8 = 010, num = 011, 3
  100010011,  11,  10,      1000, a shifted =     1000100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  100100101, 101, 100,    100000, a shifted =       10010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
  100101010,  10,  11,       100, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
  100101101, 101, 100,    100000, a shifted =       10010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
  100110011,  11,  10,      1000, a shifted =     1001100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  101010011,  11,  10,      1000, a shifted =     1010100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  101100100, 100, 101,     10000, a shifted =        1011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
  101101010,  10,  11,       100, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
  101101100, 100, 101,     10000, a shifted =        1011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
  101110011,  11,  10,      1000, a shifted =     1011100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  101110100, 100, 101,     10000, a shifted =        1011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
  101111100, 100, 101,     10000, a shifted =        1011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
  110010011,  11,  10,      1000, a shifted =     1100100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  110100101, 101, 100,    100000, a shifted =       11010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
  110101010,  10,  11,       100, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
  110101101, 101, 100,    100000, a shifted =       11010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
  110110011,  11,  10,      1000, a shifted =     1101100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  111010011,  11,  10,      1000, a shifted =     1110100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
  111101010,  10,  11,       100, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
  111110011,  11,  10,      1000, a shifted =     1111100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1000000111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000001111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000010011,  11,  10,      1000, a shifted =    10000100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1000010111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000011111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000100101, 101, 100,    100000, a shifted =      100010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
 1000100111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000101010,  10,  11,       100, a shifted =     1000101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
 1000101101, 101, 100,    100000, a shifted =      100010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
 1000101111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000110011,  11,  10,      1000, a shifted =    10001100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1000110111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1000111111, 111, 110,  10000000, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =   000------,  a mod8 = 011, num = 011, 3
 1001010011,  11,  10,      1000, a shifted =    10010100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1001100100, 100, 101,     10000, a shifted =       10011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
 1001101010,  10,  11,       100, a shifted =     1001101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
 1001101100, 100, 101,     10000, a shifted =       10011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
 1001110011,  11,  10,      1000, a shifted =    10011100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1001110100, 100, 101,     10000, a shifted =       10011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
 1001111100, 100, 101,     10000, a shifted =       10011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
 1010010011,  11,  10,      1000, a shifted =    10100100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1010100101, 101, 100,    100000, a shifted =      101010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
 1010101010,  10,  11,       100, a shifted =     1010101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
 1010101101, 101, 100,    100000, a shifted =      101010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
 1010110011,  11,  10,      1000, a shifted =    10101100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1011010011,  11,  10,      1000, a shifted =    10110100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1011101010,  10,  11,       100, a shifted =     1011101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
 1011110011,  11,  10,      1000, a shifted =    10111100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
 1100010011,  11,  10,      1000, a shifted =    11000100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
